State, Community Name,Population,AgePct16t24,NumbUrban,NumUnderPov,PctNotHSGrad,PctUnemployed,PctWorkMom,perCapInc,ViolentCrimesPerPop
6,Ukiah City,0.01,0.25,0,0.02,0.4,0.46,0.44,0.22,0.18
21,George Town,0,0.54,0,0.02,0.56,0.24,0.55,0.19,0.48
40,Duncan City,0.02,0.2,0,0.04,0.47,0.46,0.35,0.23,0.09
23,Biddeford City,0.02,0.4,0,0.02,0.58,0.39,0.71,0.25,
48,Killeen City,0.09,0.61,0.1,0.08,0.23,0.64,0.39,0.15,
6,Antioch City,0.08,0.28,0.1,0.05,0.29,0.41,0.47,0.34,0.3
4,Nogales City,0.02,0.38,0,0.05,0.92,0.96,0.1,0.09,0.34
19,Oskaloosa City,0,0.33,0,0.01,0.42,0.42,0.61,0.2,0.07
47,Hendersonville City,0.04,0.31,0.05,0.01,0.27,0.18,0.66,0.37,0.17
34,Glassboro Borough,0.01,0.79,0.02,0.02,0.41,0.53,0.48,0.26,0.17
6,San Gabriel City,0.04,0.35,0.06,0.05,0.5,0.38,0.3,0.29,0.34
39,Huber Heights City,0.05,0.3,0.06,0.01,0.26,0.25,0.62,0.31,0.07
48,Hurst City,0.04,0.29,0.05,0.02,0.22,0.32,0.66,0.39,0.35
34,Westfield Town,0.03,0.2,0.05,0,0.13,0.13,0.44,0.88,0.04
34,Atlantic City,0.04,0.31,0.06,0.08,0.74,0.65,0.54,0.23,1
48,Palestine City,0.01,0.29,0,0.03,0.5,0.43,0.61,0.17,0.48
42,Haverford Township,0.06,0.29,0.08,0.01,0.2,0.12,0.42,0.53,0.03
49,Provo City,0.12,1,0.14,0.21,0.15,0.35,0.17,0.11,0.07
39,Westerville City,0.03,0.35,0.05,0.01,0.12,0.1,0.59,0.44,0.05
9,West Haven Town,0.07,0.32,0.09,0.03,0.44,0.32,0.61,0.37,0.12
48,Portland City,0,0.31,0.02,0.01,0.19,0.31,0.4,0.31,0.04
34,Dover Township,0.11,0.28,0.11,0.03,0.36,0.29,0.44,0.42,0.08
39,Perkins Township,0,0.18,0,0,0.39,0.2,0.55,0.37,0.1
25,Harvard Town,0,0.72,0,0,0.02,0.03,0.39,0.44,0
36,North Tonawanda City,0.04,0.26,0.06,0.02,0.34,0.34,0.67,0.26,0.04
55,Menasha City,0.01,0.28,0.02,0.01,0.36,0.24,0.65,0.27,0.02
55,Green Bay City,0.14,0.34,0.15,0.11,0.32,0.32,0.59,0.27,0.18
53,Seattle City,0.81,0.33,0.82,0.56,0.21,0.28,0.57,0.45,0.58
8,Greeley City,0.08,0.61,0.1,0.1,0.4,0.34,0.6,0.22,0.08
34,Hasbrouck Heights borough,0,0.23,0.02,0,0.34,0.25,0.23,0.56,0.04
53,Pullman City,0.02,1,0,0.05,0.02,0.28,0.5,0.14,0.09
9,Cromwell Town,0,0.18,0.02,0,0.22,0.14,0.71,0.53,0.06
39,Wooster City,0.02,0.5,0,0.02,0.35,0.36,0.51,0.31,0.08
46,Aberdeen City,0.02,0.44,0,0.03,0.38,0.18,0.81,0.23,0.08
39,Madison Township,0.01,0.32,0.02,0.01,0.37,0.28,0.64,0.28,0.1
49,Orem City,0.09,0.4,0.11,0.05,0.15,0.24,0.27,0.16,0.03
36,Geneva City,0.01,0.64,0,0.02,0.42,0.43,,0.2,0.28
25,Peabody City,0.06,0.27,0.07,0.02,0.35,0.31,0.63,,
34,Saddle Brook  Township,0.01,0.22,0.02,0,0.39,0.33,0.38,0.48,0.04
18,Logansport City,0.01,0.27,0,0.02,0.52,0.65,0.76,0.17,0.03
40,Mustang City,0,0.3,0.02,0,0.28,0.24,0.73,0.26,0.07
1,Enterprise City,0.02,0.33,0,0.03,0.39,0.32,0.43,0.25,0.41
29,Ferguson City,0.02,0.21,0.04,0.01,0.39,0.41,0.72,0.29,0.22
1,Birmingham City,0.41,0.33,0.42,0.59,0.53,0.62,0.6,0.17,1
41,Newberg City,0,0.38,0,0.01,0.35,0.24,0.53,0.21,0.1
41,Keizer City,0.02,0.23,0.03,0.01,0.3,0.33,0.77,0.27,0.06
18,South Bend City,0.15,0.28,0.17,0.13,0.48,0.51,0.65,0.23,0.45
42,Erie City,0.16,0.38,0.17,0.18,0.48,0.59,0.4,0.19,0.32
48,Uvalde City,0.01,0.39,0,0.04,0.87,0.95,0.21,0.1,0.14
48,College Station City,0.07,1,0.08,0.14,0.08,0.36,0.49,0.14,0.09
29,Florissant City,0.07,0.25,0.08,0.01,0.33,0.17,0.6,0.33,0.07
48,Texarkana City,0.03,0.29,0.05,0.06,0.52,0.54,0.52,0.23,0.6
13,Smyrna City,0.03,0.35,0.05,0.02,0.25,0.2,0.72,0.48,0.18
55,Sun Prairie City,0.01,0.28,0,0,0.26,0.11,0.88,0.31,0.03
33,Hudson Town,0.02,0.3,0.02,0,0.24,0.42,0.77,0.43,0.04
13,Gainesville City,0.01,0.42,0,0.03,0.55,0.29,0.6,0.34,0.51
6,La Canada Flintridge City,0.02,0.2,0.03,0,0.05,0.12,0.29,1,0.83
9,Glastonbury Town,0.03,0.22,0.03,0.01,0.14,0.12,0.58,0.72,0.02
49,Tooele City,0.01,0.28,0,0.01,0.38,0.68,0.61,0.2,0.08
34,Englewood City,0.02,0.24,0.04,0.02,0.33,0.31,0.49,0.71,0.26
45,North Augusta City,0.01,0.29,0.02,0.01,0.3,0.18,0.57,0.38,0.23
42,Reading City,0.11,0.36,0.12,0.13,0.74,0.57,0.42,0.2,0.49
47,Collierville Town,0.01,0.24,0,0.01,0.28,0.1,0.34,0.39,0.03
34,Cranford Township,0.02,0.21,0.04,0,0.2,0.1,0.57,0.6,0.04
8,Durango City,0,0.83,0,0.02,0.26,0.4,0.93,0.21,0.15
34,Elizabeth City,0.16,0.34,0.17,0.16,0.74,0.67,0.43,0.24,0.54
48,Brenham City,0,0.48,0,0.02,0.63,0.26,0.88,0.18,0.31
6,Chino City,0.08,0.48,0.09,0.03,0.44,0.33,0.48,0.27,0.39
48,Kilgore City,0,0.35,0,0.01,0.46,0.44,0.49,0.26,0.43
6,Moreno Valley City,0.17,0.26,0.19,0.09,0.3,0.47,0.39,0.28,0.5
39,Sylvania City,0.01,0.23,0.03,0,0.12,0.24,,,
6,San Marino City,0,0.27,0.02,0,0.05,0.12,0.22,1,0.08
53,Oak Harbor City,0.01,0.38,0,0.01,0.19,0.31,0.34,0.21,0.04
37,Jacksonville City,0.03,0.46,0.05,0.03,0.25,0.41,0.44,0.22,0.22
48,Conroe City,0.03,0.41,0,0.05,0.52,0.35,0.42,0.22,0.58
48,Colleyville City,0,0.23,0.02,0,0.09,0.14,0.26,0.92,0.01
16,Lewiston City,0.03,0.28,0,0.03,0.32,0.4,0.68,0.26,0.1
48,Brownsville City,0.14,0.45,0.16,0.39,0.98,1,0.09,0.04,0.39
42,Phoenixville Borough,0.01,0.25,0.02,0.01,0.44,0.19,0.59,0.34,0.09
51,Fredericksburg City,0.01,0.76,0.03,0.02,0.45,0.16,0.67,0.3,0.18
12,Hallandale City,0.03,0.05,0.05,0.04,0.56,0.47,0.24,0.4,0.8
39,Mansfield City,0.07,0.34,0.08,0.08,0.53,0.58,0.41,0.23,1
55,Milwaukee City,0.99,0.37,0.99,1,0.49,0.59,0.45,0.2,0.4
22,Pineville City,0,0.46,0.02,0.02,0.48,0.51,0.47,0.16,0.05
48,Galena Park City,0,0.34,0.02,0.02,0.82,0.54,0.11,0.13,0.21
6,Los Banos City,0.01,0.27,0,0.02,0.65,0.69,0.34,0.21,0.68
4,Avondale City,0.01,0.38,0,0.04,0.76,0.76,0.19,0.13,0.32
27,Columbia Heights City,0.01,0.25,0.03,0.01,0.35,0.36,0.66,0.3,0.2
8,Commerce City,0.01,0.3,0.03,0.03,0.7,0.72,0.4,0.12,0.62
37,Rocky Mount City,0.06,0.29,0.08,0.08,0.58,0.34,0.62,0.25,0.53
6,Menlo Park City,0.03,0.15,0.04,0.02,0.15,0.15,0.49,0.86,0.25
12,Fort Pierce City,0.04,0.28,0.06,0.1,0.77,0.86,0.58,0.16,1
36,Middle Town,0.02,0.33,0,0.03,0.52,0.41,0.63,0.29,0.2
37,Morganton City,0.01,0.26,0,0.01,0.61,0.21,0.73,0.26,0.21
24,Baltimore City,1,0.33,1,1,0.69,0.61,0.48,0.23,1
34,Galloway Township,0.02,0.53,0.02,0.01,0.3,0.22,0.59,0.38,0.1
12,Sebastian City,0,0.11,0,0.01,0.46,0.34,0.55,0.24,0.14
18,Greenfield City,0,0.3,0,0.01,0.42,0.24,0.71,0.25,0.01
34,Fairview Borough,0,0.29,0.02,0.01,0.68,0.49,0.41,0.34,0.13
25,Sandwich Town,0.01,0.18,0,0.01,0.11,0.24,0.42,0.42,0.22
48,Borger City,0.01,0.25,0,0.02,0.54,0.47,0.28,0.23,0.1
1,Anniston City,0.03,0.27,0.04,0.06,0.58,0.79,0.49,0.21,1
25,Everett City,0.04,0.32,0.06,0.03,0.47,0.49,0.27,0.31,0.69
34,North Arlington Borough,0.01,0.22,0.02,0,0.46,0.26,0.36,0.45,0.06
21,Covington City,0.05,0.31,0.07,0.08,0.66,0.49,0.51,0.17,0.66
42,Spring  Township,0.01,0.2,0.03,0,0.24,0.1,0.65,0.45,0.03
48,White Settlement City,0.01,0.33,0.02,0.02,0.51,0.33,0.58,0.19,0.16
42,Cranberry Township,0.01,0.19,0,0,0.14,0.25,0.38,0.39,0
45,Anderson City,0.03,0.36,0.04,0.04,0.66,0.48,0.74,0.19,0.76
48,New Braunfels City,0.03,0.28,0,0.04,0.55,0.36,0.61,0.23,0.71
6,Oceanside City,0.19,0.33,0.2,0.12,0.31,0.43,0.46,0.32,0.42
44,Westerly Town,0.02,0.28,0,0.01,0.42,0.47,0.6,0.39,0.03
6,Sacramento City,0.58,0.31,0.58,0.57,0.39,0.49,0.36,0.31,0.53
55,Brown Deer Village,0,0.22,0.02,0,0.21,0.04,0.74,0.45,0.06
28,Meridian City,0.05,0.31,0,0.1,0.55,0.63,0.57,0.19,0.18
23,Windham Town,0,0.32,0,0,0.25,0.24,0.81,0.34,0.04
34,West Paterson Borough,0,0.29,0.02,0,0.44,0.22,0.32,0.55,0.1
36,Rome City,0.06,0.39,0.07,0.04,0.44,0.35,0.47,0.21,0.06
9,Rocky Hill Town,0.01,0.23,0.03,0,0.24,0.08,0.83,0.58,0.04
6,South San Francisco Division,0.43,0.29,0.44,0.15,0.3,0.24,0.72,0.43,0.16
8,Grand Junction City,0.03,0.35,0.05,0.05,0.39,0.56,0.46,0.22,0.24
12,Longwood City,0.01,0.28,0.02,0,0.29,0.23,0.58,0.31,0.2
47,Columbia City,0.03,0.27,0,0.04,0.58,0.36,0.66,0.25,0.35
5,Paragould City,0.01,0.29,0,0.03,0.7,0.44,0.64,0.18,0.04
39,Vandalia City,0.01,0.28,0.02,0,0.33,0.24,0.76,0.36,0.05
48,Galveston City,0.08,0.32,0.09,0.13,0.52,0.59,0.57,0.25,0.72
47,Tullahoma City,0.01,0.25,0,0.02,0.45,0.32,0.49,0.25,0.06
1,Ozark City,0,0.34,0,0.02,0.48,0.45,0.5,0.18,0.62
34,Irvington Township,0.08,0.35,0.1,0.07,0.6,0.67,0.69,0.27,1
34,Ridgewood Village,0.02,0.23,0.04,0,0.08,0.14,0.06,1,0.03
39,Centerville City,0.02,0.24,0.03,0.01,0.11,0.09,0.58,0.57,0.05
47,Brownsville City,0,0.3,0,0.02,0.72,0.57,0.7,0.13,0.63
55,Manitowoc City,0.04,0.22,0,0.03,0.44,0.35,0.68,0.24,0.05
37,Kannapolis City,0.03,0.3,0.05,0.03,0.73,0.35,0.67,0.2,0.2
18,Richmond City,0.05,0.38,0,0.07,0.56,0.56,0.51,0.2,0.07
48,Waco City,0.15,0.63,0.16,0.25,0.55,0.55,0.54,0.17,0.64
49,Springville City,0.01,0.36,0.02,0.02,0.23,0.25,0.29,0.15,0.1
29,Ray  Town City,0.03,0.2,0.05,0.01,0.24,0.2,0.77,0.33,0.11
12,Homestead City,0.03,0.38,0.04,0.07,0.79,0.45,0.29,0.16,1
51,Front Royal  Town,0,0.29,0,0.01,0.74,0.38,0.63,0.24,0.07
33,Londonderry  Town,0.02,0.23,0,0,0.12,0.3,0.67,0.47,0.02
13,Covington City,0,0.36,0,0.02,0.89,0.8,0.43,0.18,0.55
39,Beavercreek City,0.04,0.25,0.05,0.01,0.17,0.14,0.56,0.45,0.04
6,Commerce City,0,0.45,0.02,0.02,1,0.79,0.08,0.13,1
25,Plymouth  Town,0.06,0.28,0,0.02,0.26,0.45,0.55,0.37,0.37
53,Spokane City,0.27,0.32,0.28,0.27,0.27,0.53,0.44,0.25,0.33
8,Canon City,0,0.19,0,0.02,0.43,0.61,0.64,0.17,0.09
34,South Orange Village Township,0.01,0.66,0.03,0,0.15,0.18,0.65,0.87,0.28
6,Millbrae City,0.02,0.22,0.03,0.01,0.26,0.15,0.39,0.57,0.12
39,Garfield Heights City,0.03,0.24,0.05,0.02,0.49,0.36,0.58,0.25,0.15
34,Bellmawr Borough,0,0.32,0.02,0,0.56,0.31,0.5,0.31,0.03
53,Everett City,0.1,0.32,0.11,0.07,0.32,0.39,0.3,0.3,0.22
49,Sandy City,0.1,0.26,0.12,0.03,0.09,0.17,0.44,0.26,0.05
13,Rome City,0.03,0.34,0.05,0.05,0.64,0.47,0.65,0.23,0.78
37,Hickory City,0.03,0.41,0.04,0.03,0.48,0.22,0.74,0.35,0.46
13,Dublin City,0.01,0.25,0,0.03,0.65,0.55,0.62,0.2,0.34
53,Aberdeen City,0.01,0.27,0,0.03,0.46,0.75,0.08,0.23,0.22
55,Beloit City,0.04,0.36,0.06,0.05,0.48,0.55,0.6,0.21,0.14
6,Monterey Park City,0.08,0.35,0.1,0.09,0.52,0.38,0.22,0.28,0.37
55,Marshfield City,0.01,0.28,0,0.01,0.39,0.27,0.78,0.29,0.06
47,Shelbyville City,0.01,0.31,0,0.02,0.79,0.38,0.68,0.18,0.24
12,Edgewater City,0.01,0.2,0.02,0.01,0.49,0.22,0.53,0.2,0.4
6,Temecula City,0.03,0.26,0,0.01,0.19,0.24,0.4,0.4,0.22
21,Paducah City,0.03,0.2,0,0.06,0.54,0.48,0.34,0.23,0.69
48,Euless City,0.05,0.32,0.06,0.02,0.22,0.22,0.64,0.39,0.11
36,York  Town,0.04,0.27,0.05,0.01,0.18,0.16,0.47,0.59,0.02
48,Austin City,0.73,0.56,0.74,0.73,0.29,0.39,0.64,0.31,0.25
53,Richland City,0.04,0.23,0.05,0.02,0.14,0.29,0.43,0.41,0.1
39,Fairborn City,0.03,0.55,0.05,0.04,0.38,0.4,0.41,0.27,0.05
47,Morris Town City,0.02,0.35,0,0.04,0.76,0.51,0.41,0.18,0.16
34,Pennsville Township,0.01,0.3,0.02,0.01,0.41,0.18,0.53,0.36,0.04
34,Oakland Borough,0,0.28,0.02,0,0.18,0.13,0.5,0.63,0.01
28,Vicksburg City,0.02,0.27,0,0.06,0.66,0.61,0.62,0.15,0.29
25,Sudbury Town,0.01,0.24,0.02,0,0.04,0.1,0.48,0.98,0.1
34,Wayne Township,0.06,0.33,0.07,0.01,0.23,0.2,0.37,0.69,0.05
53,Pasco City,0.02,0.39,0.03,0.06,0.75,0.79,0.31,0.1,0.36
35,Deming City,0,0.27,0,0.03,0.79,1,0.11,0.09,0.22
9,Norwalk Town,0.11,0.26,0.12,0.04,0.34,0.26,0.56,0.62,0.17
39,Middle Town,0.06,0.3,0.07,0.06,0.49,0.51,0.35,0.27,0.15
25,Ludlow  Town,0.01,0.29,0.02,0.01,0.58,0.27,0.73,0.31,0.14
6,San Bernardino City,0.25,0.37,0.26,0.33,0.56,0.73,0.18,0.19,1
25,Woburn City,0.04,0.31,0.06,0.02,0.22,0.34,0.56,0.45,0.1
5,Jonesboro City,0.06,0.55,0,0.07,0.46,0.29,0.61,0.25,0.24
34,Nutley Township,0.03,0.24,0.04,0.01,0.34,0.3,0.42,0.5,0.12
55,River Falls City,0,1,0,0.01,0.19,0.39,0.89,0.23,0.04
40,Midwest City,0.07,0.33,0.08,0.05,0.29,0.41,0.65,0.26,0.21
47,Knoxville City,0.25,0.52,0.26,0.29,0.51,0.45,0.44,0.24,0.7
39,Lorain City,0.1,0.3,0.11,0.13,0.57,0.62,0.23,0.19,0.13
41,Beaverton City,0.07,0.28,0.08,0.03,0.12,0.19,0.56,0.41,0.13
48,Freeport City,0,0.34,0,0.02,0.74,0.64,0.09,0.13,0.24
23,PresqueIsle City,0,0.41,0,0.01,0.42,0.38,0.62,0.21,0.04
40,Moore City,0.05,0.3,0.06,0.03,0.29,0.25,0.65,0.22,0.14
55,Kenosha City,0.11,0.33,0.13,0.09,0.46,0.5,0.57,0.24,0.22
39,Chillicothe City,0.02,0.25,0,0.04,0.53,0.73,0.39,0.25,0.17
6,SantaRosa City,0.17,0.28,0.18,0.08,0.23,0.26,0.57,0.42,0.22
40,Bartlesville City,0.04,0.2,0,0.03,0.29,0.26,0.47,0.39,0.21
42,West Whiteland Township,0,0.26,0.02,0,0.08,0.14,0.26,0.56,0.03
34,Belleville Township,0.04,0.28,0.05,0.02,0.5,0.3,0.4,0.4,0.2
5,Russellville City,0.02,0.57,0,0.03,0.47,0.41,0.54,0.21,0.09
8,Brighton City,0.01,0.28,0,0.02,0.51,0.53,0.78,0.24,0.11
19,Spencer City,0,0.24,0,0.01,0.24,0.04,0.84,0.26,0
12,Pembroke Pines City,0.09,0.19,0.1,0.03,0.3,0.17,0.71,0.4,0.13
25,Leominster City,0.05,0.3,0.06,0.02,0.42,0.45,0.64,0.37,0.17
39,Columbus City,1,0.49,1,0.96,0.36,0.36,0.52,0.27,0.46
5,Stuttgart City,0,0.25,0,0.02,0.61,0.43,0.73,0.26,0.24
36,Auburn City,0.03,0.29,0,0.04,0.55,0.59,0.63,0.19,0.08
35,Albuquerque City,0.6,0.32,0.61,0.48,0.26,0.39,0.57,0.3,0.66
13,Americus City,0.01,0.46,0,0.04,0.67,0.72,0.43,0.14,0.25
36,Fulton City,0,0.32,0,0.02,0.49,0.7,0.29,0.21,0.07
6,PicoRivera City,0.08,0.43,0.09,0.06,0.85,0.55,0.32,0.18,0.56
44,Warren Town,0,0.23,0.02,0.01,0.53,0.3,0.82,0.35,0
34,Westwood borough,0,0.23,0.02,0,0.28,0.18,0.39,0.54,0.04
8,Loveland City,0.04,0.21,0,0.03,0.26,0.29,0.67,0.28,0.15
39,Toledo City,0.52,0.37,0.53,0.57,0.46,0.67,0.46,0.23,0.41
6,MorganHill City,0.02,0.29,0.04,0.01,0.27,0.19,0.53,0.5,0.2
42,Nanticoke City,0,0.28,0.02,0.01,0.68,0.48,0.35,0.19,0.06
45,Hanahan City,0.01,0.54,0.02,0.01,0.34,0.12,0.46,0.3,0.2
55,WestBend City,0.02,0.3,0,0.01,0.33,0.16,0.7,0.3,0.05
34,Burlington Township,0,0.31,0.02,0,0.37,0.25,0.69,0.37,0.18
34,Lyndhurst Township,0.01,0.26,0.03,0.01,0.52,0.25,0.4,0.43,0.07
37,NewBern City,0.01,0.28,0,0.04,0.52,0.32,0.47,0.2,0.91
42,Bensalem  Township,0.08,0.3,0.09,0.03,0.34,0.28,0.44,0.37,0.15
6,Cypress City,0.05,0.35,0.07,0.02,0.19,0.25,0.61,0.48,0.13
42,Lancaster Township,0.01,0.23,0.02,0.01,0.36,0.15,0.7,0.46,0.03
25,Canton Town,0.01,0.32,0.03,0,0.15,0.29,0.65,0.58,0.05
34,Union City,0.08,0.35,0.09,0.1,0.88,0.74,0.29,0.2,0.36
6,Santa Fe Springs City,0.01,0.37,0.02,0.01,0.72,0.57,0.33,0.21,0.86
34,South River Borough,0.01,0.29,0.02,0.01,0.62,0.34,0.29,0.38,0.11
18,Merrillville  Town,0.03,0.26,0.04,0.01,0.33,0.22,0.39,0.34,0.18
19,West Des Moines City,0.03,0.29,0.05,0.01,0.06,0.12,0.66,0.56,0.06
36,Cohoes City,0.01,0.31,0.03,0.02,0.59,0.45,0.54,0.25,0.28
19,Urbandale City,0.02,0.25,0.04,0.01,0.04,0.07,0.78,0.48,0.01
41,Forest Grove City,0.01,0.45,0.02,0.02,0.41,0.38,0.52,0.19,0.05
6,Carson City,0.12,0.39,0.13,0.05,0.5,0.46,0.6,0.29,0.52
9,Stamford Town,0.16,0.26,0.17,0.06,0.31,0.29,0.51,0.76,0.21
34,East Windsor Township,0.02,0.28,0,0.01,0.13,0.16,0.48,0.55,0.04
37,Kinston City,0.02,0.26,0,0.05,0.68,0.53,0.75,0.18,0.55
23,Sanford Town,0.02,0.26,0,0.02,0.47,0.45,0.62,0.24,0.01
20,Wichita City,0.47,0.3,0.48,0.34,0.3,0.35,0.58,0.32,0.36
6,Monterey City,0.04,0.45,0.05,0.02,0.17,0.07,0.32,0.45,0.36
6,Belmont City,0.02,0.25,0.04,0.01,0.12,0.16,0.65,0.71,0.07
34,Asbury Park City,0.01,0.29,0.03,0.03,0.54,0.82,0.59,0.21,0.85
18,Plainfield Town,0,0.25,0,0,0.25,0.09,0.71,0.35,0.08
34,West Orange Township,0.05,0.21,0.06,0.01,0.27,0.21,0.45,0.7,0.12
1,Florence City,0.04,0.42,0.06,0.06,0.52,0.44,0.47,0.23,0.25
6,Los Angeles City,1,0.41,1,1,0.58,0.55,0.31,0.38,1
38,Minot City,0.04,0.39,0,0.04,0.31,0.34,0.65,0.23,0.04
47,Cleveland City,0.03,0.42,0,0.05,0.59,0.33,0.55,0.24,0.36
6,Lakewood City,0.1,0.25,0.12,0.03,0.31,0.23,0.52,0.42,0.41
48,Corpus Christi City,0.4,0.32,0.41,0.46,0.5,0.54,0.38,0.23,0.33
48,Denison City,0.02,0.24,0.03,0.03,0.58,0.46,0.64,0.19,0.33
6,Diamond Bar City,0.07,0.31,0.08,0.02,0.14,0.17,0.55,0.56,0.19
12,Palm Beach Gardens City,0.02,0.2,0.04,0.01,0.13,0.1,0.74,0.72,0.14
44,Cranston City,0.11,0.27,0.12,0.04,0.45,0.36,0.47,0.37,0.07
36,Ithaca City,0.03,1,0.05,0.08,0.21,0.28,0.46,0.14,0.15
42,Whitehall Township,0.02,0.26,0.03,0.01,0.45,0.22,0.7,0.34,0.08
39,University Heights City,0.01,0.58,0.02,0,0.13,0.26,0.71,0.47,0.1
42,Lower Allen Township,0.01,0.27,0.02,0,0.28,0.07,0.63,0.45,0.04
25,Reading Town,0.02,0.27,0.04,0,0.11,0.3,0.61,0.55,0.04
18,Lafayette City,0.05,0.33,0.07,0.03,0.32,0.23,0.69,0.28,0.08
9,Ansonia Town,0.01,0.24,0.03,0.01,0.47,0.48,0.65,0.33,0.14
34,Barnegat Township,0,0.22,0,0.01,0.35,0.32,0.52,0.27,0.04
34,Cedar Grove Township,0,0.2,0.02,0,0.27,0.14,0.43,0.62,0.16
29,Hannibal City,0.01,0.26,0,0.03,0.55,0.63,0.55,0.17,0.27
36,Gloversville City,0.01,0.28,0,0.03,0.59,0.66,0.57,0.19,0.13
34,CherryHill Township,0.1,0.24,0.11,0.02,0.19,0.14,0.43,0.66,0.09
9,Seymour Town,0.01,0.25,0.02,0.01,0.35,0.26,0.6,0.44,0.09
13,Albany City,0.11,0.41,0.12,0.19,0.59,0.74,0.49,0.18,0.56
48,Mercedes City,0,0.42,0,0.06,1,1,0,0,0.52
42,Upper Darby Township,0.11,0.26,0.13,0.05,0.33,0.27,0.46,0.35,0.12
56,Laramie City,0.03,0.95,0,0.05,0.15,0.27,0.6,0.22,0.12
40,Okmulgee City,0.01,0.39,0,0.04,0.54,0.73,0.4,0.1,0.41
42,Harrisburg City,0.07,0.31,0.08,0.13,0.57,0.7,0.52,0.2,0.87
47,German Town City,0.04,0.22,0.05,0,0.01,0.07,0.23,0.79,0.01
34,Middlesex Borough,0,0.25,0.02,0,0.36,0.19,0.55,0.47,0.06
9,North Haven Town,0.02,0.24,0.04,0,0.29,0.18,0.66,0.56,0.03
39,Massillon City,0.03,0.29,0.05,0.04,0.53,0.6,0.4,0.2,0.11
36,White Plains City,0.06,0.26,0.08,0.03,0.33,0.29,0.55,0.66,0.15
25,Haverhill City,0.07,0.29,0.08,0.04,0.37,0.45,0.62,0.35,0.24
18,Elkhart City,0.05,0.33,0.07,0.05,0.49,0.29,0.7,0.28,0.21
1,Troy City,0,0.92,0,0.03,0.57,0.48,0.51,0.14,0.03
36,New York City,1,0.31,1,1,0.55,0.6,0.19,0.38,0.87
6,Monrovia City,0.04,0.32,0.06,0.04,0.38,0.38,0.39,0.35,0.39
36,Corning City,0,0.29,0,0.01,0.36,0.43,0.53,0.29,0.23
6,Palo Alto City,0.07,0.21,0.09,0.02,0.06,0.08,0.53,0.94,0.1
12,Sanford City,0.04,0.35,0.05,0.05,0.5,0.35,0.64,0.2,0.59
21,Erlanger City,0.01,0.33,0.03,0.01,0.29,0.12,0.7,0.28,0.24
54,Bluefield City,0,0.22,0,0.02,0.51,0.34,0.29,0.27,0.13
18,Portage City,0.03,0.3,0.05,0.02,0.44,0.38,0.39,0.27,0.11
36,Lackawanna City,0.02,0.3,0.03,0.03,0.6,0.56,0.28,0.19,0.59
42,Lower Makefield  Township,0.02,0.2,0.04,0,0.07,0.13,0.39,0.82,0.01
6,Upland City,0.09,0.33,0.1,0.04,0.26,0.3,0.4,0.5,0.41
42,Williamsport City,0.04,0.46,0.05,0.06,0.48,0.64,0.4,0.17,0.13
29,Independence City,0.16,0.27,0.18,0.1,0.36,0.32,0.71,0.28,0.24
25,Salem City,0.05,0.37,0.06,0.04,0.37,0.46,0.43,0.38,0.1
6,Red Bluff City,0,0.28,0,0.02,0.36,0.67,0.11,0.16,0.4
36,Glens Falls City,0.01,0.35,0.02,0.01,0.35,0.35,0.73,0.3,0.82
39,Tallmadge City,0.01,0.26,0.02,0.01,0.28,0.31,0.38,0.36,0.09
46,Rapid City,0.07,0.35,0.09,0.07,0.24,0.3,0.69,0.25,0.18
45,Gaffney City,0.01,0.4,0,0.02,0.72,0.62,0.69,0.19,0.16
6,Rancho Palos Verdes City,0.05,0.23,0.07,0.01,0.05,0.08,0.11,1,0.13
13,Carrollton City,0.01,0.98,0,0.03,0.63,0.48,0.6,0.22,0.33
55,Eau Claire City,0.07,0.72,0.09,0.09,0.24,0.36,0.61,0.22,0.06
33,Milford Town,0,0.29,0,0,0.26,0.32,0.66,0.39,0.1
25,Beverly City,0.05,0.3,0.06,0.02,0.2,0.32,0.59,0.46,0.04
6,Merced City,0.07,0.36,0.09,0.13,0.54,0.67,0.17,0.17,0.23
56,Cheyenne City,0.06,0.28,0.08,0.05,0.25,0.38,0.65,0.28,0.08
34,Stafford Township,0.01,0.21,0,0.01,0.48,0.38,0.48,0.32,0.1
23,Brunswick Town,0.02,0.5,0,0.01,0.27,0.2,0.57,0.31,0.01
48,Kerrville City,0.01,0.22,0,0.02,0.46,0.41,0.72,0.28,0.1
55,Glendale City,0.01,0.14,0.02,0,0.28,0.1,0.62,0.46,0.17
18,Gary City,0.17,0.33,0.18,0.31,0.62,1,0.36,0.13,0.89
34,Trenton City,0.13,0.35,0.14,0.14,0.74,0.74,0.61,0.2,0.85
51,Waynesboro City,0.01,0.27,0,0.02,0.5,0.27,0.56,0.28,0.14
28,Moss Point City,0.01,0.35,0.03,0.04,0.62,1,0.52,0.12,0.32
21,Glasgow City,0,0.26,0,0.03,0.83,0.6,0.37,0.19,0.03
41,Tigard City,0.03,0.24,0.05,0.01,0.13,0.21,0.67,0.4,0.09
48,Weslaco City,0.02,0.36,0.03,0.07,0.86,1,0.31,0.08,0.2
25,Brockton City,0.13,0.35,0.15,0.11,0.44,0.61,0.47,0.28,0.54
12,Boca Raton City,0.08,0.24,0.1,0.03,0.18,0.15,0.35,0.8,0.15
